time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-09-17T22:22:53.202Z,38.5461,73.4392,110.16,4.2,mb,,78,1.58,0.87,us,us7000fc9h,2021-12-03T15:01:26.040Z,"62 km NW of Murghob, Tajikistan",earthquake,6.4,4.5,0.304,3,reviewed,us,us
2021-09-17T22:06:44.254Z,38.4972,73.4515,110.86,4.9,mb,,57,1.617,0.59,us,us7000fc98,2021-12-03T15:01:26.040Z,"57 km NW of Murghob, Tajikistan",earthquake,3.6,7.3,0.041,188,reviewed,us,us
2021-09-11T01:34:06.106Z,37.5649,72.2862,188.37,4,mb,,114,1.431,0.68,us,us7000fa75,2021-11-23T15:09:32.040Z,"65 km E of Khorugh, Tajikistan",earthquake,8.5,9.2,0.231,6,reviewed,us,us
2021-09-08T05:20:04.327Z,38.1145,73.2166,35,5.4,mwr,,27,2.317,1.06,us,us7000f950,2021-11-17T17:28:26.040Z,"66 km W of Murghob, Tajikistan",earthquake,5.4,1.8,0.066,22,reviewed,us,us
2021-09-07T13:34:12.648Z,38.1266,73.1869,38.59,4.7,mb,,45,2.301,0.59,us,us7000f8um,2021-11-17T17:27:08.040Z,"68 km W of Murghob, Tajikistan",earthquake,2.7,7,0.064,78,reviewed,us,us
2021-09-05T07:48:01.229Z,37.8062,72.0602,123.53,4,mb,,109,1.362,0.52,us,us7000fat0,2021-11-17T17:22:52.040Z,"56 km NE of Khorugh, Tajikistan",earthquake,8.3,10.2,0.231,5,reviewed,us,us
2021-09-04T14:16:45.999Z,37.5315,72.0872,145.51,4.1,mb,,71,1.27,0.85,us,us7000f7xm,2021-11-17T17:21:07.040Z,"47 km E of Khorugh, Tajikistan",earthquake,5.9,9.7,0.261,5,reviewed,us,us
2021-08-21T02:03:05.354Z,37.9649,72.5613,131.97,4.3,mb,,116,1.786,0.73,us,us6000f97f,2021-11-02T14:53:51.040Z,"103 km ENE of Khorugh, Tajikistan",earthquake,6.9,10.6,0.189,10,reviewed,us,us
2021-08-16T12:17:59.325Z,38.1539,73.1967,48.14,4.5,mb,,46,2.319,0.64,us,us6000f6yb,2021-10-29T14:46:21.040Z,"67 km W of Murghob, Tajikistan",earthquake,6.5,7.8,0.101,29,reviewed,us,us
2021-08-02T22:47:47.000Z,38.2622,73.1776,10,4.6,mb,,97,2.354,0.74,us,us6000f1nq,2021-10-14T01:05:53.040Z,Tajikistan-Xinjiang border region,earthquake,6.5,1.9,0.071,59,reviewed,us,us
2021-07-29T23:09:14.117Z,38.7404,73.1143,96.34,5,mb,,53,1.26,0.45,us,us6000f0fh,2021-10-03T05:23:49.040Z,"97 km NW of Murghob, Tajikistan",earthquake,6.2,5.9,0.047,145,reviewed,us,us
2021-07-27T10:41:31.555Z,37.9836,72.7109,147.85,4.3,mb,,51,1.656,0.41,us,us6000ezga,2021-10-03T05:22:27.040Z,"112 km W of Murghob, Tajikistan",earthquake,4.6,8.9,0.119,20,reviewed,us,us
2021-07-26T11:08:33.734Z,38.2844,74.0421,162.4,4.3,mb,,102,2.116,0.58,us,us6000ez5k,2021-10-03T05:22:11.040Z,"14 km NNE of Murghob, Tajikistan",earthquake,7.4,5.4,0.096,31,reviewed,us,us
2021-07-06T18:16:12.531Z,38.1635,72.7388,116.75,4.4,mb,,49,2.005,0.73,us,us7000ej5x,2021-09-10T20:07:19.040Z,"107 km W of Murghob, Tajikistan",earthquake,5.9,8.9,0.093,34,reviewed,us,us
2021-07-06T14:17:59.298Z,37.3025,72.2847,49.65,4.5,mb,,57,1.375,0.75,us,us7000ej4h,2021-09-10T20:07:19.040Z,"39 km N of Khand?d, Afghanistan",earthquake,4.7,8.2,0.07,60,reviewed,us,us
2021-07-02T09:23:25.715Z,38.3714,75.3224,118.47,4,mb,,155,2.959,0.53,us,us7000ei76,2021-09-10T20:08:48.040Z,"120 km E of Murghob, Tajikistan",earthquake,7.3,9.7,0.183,9,reviewed,us,us
2021-06-07T23:12:19.546Z,37.4974,72.381,202.03,4.1,mb,,79,1.486,0.67,us,us7000eaxx,2021-08-24T21:34:26.040Z,"60 km N of Khand?d, Afghanistan",earthquake,7.8,9.1,0.234,5,reviewed,us,us
2021-05-29T01:41:55.346Z,38.1285,74.1484,176.1,4.4,mb,,64,3.007,0.99,us,us6000efqb,2021-08-07T22:05:53.040Z,"16 km ESE of Murghob, Tajikistan",earthquake,5.8,8.6,0.203,7,reviewed,us,us
2021-05-24T04:40:52.125Z,39.2272,72.9847,10,4.5,mb,,157,0.949,0.97,us,us7000e5nz,2021-07-31T22:09:09.040Z,"72 km ESE of Kyzyl-Eshme, Kyrgyzstan",earthquake,4.9,1.9,0.094,33,reviewed,us,us
2021-05-14T09:54:04.541Z,39.4026,73.0747,10,4.3,mwr,,43,1.859,0.51,us,us7000e314,2021-07-24T21:06:51.040Z,Kyrgyzstan-Tajikistan-Xinjiang border region,earthquake,7,1.8,0.083,14,reviewed,us,us
2021-05-03T21:57:14.708Z,38.2933,75.6547,120.46,4.2,mb,,69,3.23,0.79,us,us7000dzus,2021-07-10T20:15:13.040Z,"133 km SSW of Kashgar, China",earthquake,4.4,8,0.11,23,reviewed,us,us
2021-05-03T19:13:39.083Z,38.4472,73.477,115.87,4.5,mb,,97,1.664,0.71,us,us7000dzsf,2021-07-10T20:15:12.040Z,"52 km NW of Murghob, Tajikistan",earthquake,7.6,8.2,0.108,25,reviewed,us,us
2021-04-27T05:16:59.056Z,37.5511,75.6654,99.38,4.5,mb,,63,3.59,0.75,us,us7000dxrt,2021-07-07T18:36:00.040Z,"161 km NNE of Barishal, Pakistan",earthquake,7.3,7,0.049,121,reviewed,us,us
2021-04-25T20:05:23.174Z,38.2013,72.9826,136.25,4.3,mb,,63,1.576,1.12,us,us6000e4qu,2021-07-07T18:35:06.040Z,"86 km W of Murghob, Tajikistan",earthquake,6.8,8.1,0.113,22,reviewed,us,us
2021-04-04T20:09:52.991Z,36.7677,75.7308,74.65,4.2,mb,,86,3.706,1.05,us,us6000dz05,2021-06-12T21:37:09.040Z,"105 km ENE of Barishal, Pakistan",earthquake,8.1,6.6,0.128,17,reviewed,us,us
2021-04-04T04:55:34.328Z,38.0111,72.5755,123.78,4.3,mb,,76,1.588,0.58,us,us6000dyvs,2021-06-12T21:37:00.040Z,"107 km ENE of Khorugh, Tajikistan",earthquake,5.8,6.9,0.147,13,reviewed,us,us
2021-03-18T11:53:59.606Z,37.4231,72.1824,196.14,4.4,mb,,56,1.315,0.56,us,us7000dkkq,2021-05-26T22:08:54.040Z,"53 km NNW of Khand?d, Afghanistan",earthquake,7.3,7,0.07,59,reviewed,us,us
2021-03-06T19:26:48.305Z,37.5347,72.3385,192.88,4,mb,,98,1.99,0.92,us,us7000disw,2021-05-21T19:51:15.040Z,"64 km N of Khand?d, Afghanistan",earthquake,8.1,2.2,0.173,9,reviewed,us,us
2021-02-23T21:45:16.829Z,36.9713,75.4511,10,4.4,mb,,125,3.763,0.77,us,us7000ddyb,2021-05-04T14:16:42.040Z,"98 km NE of Barishal, Pakistan",earthquake,4.6,1.9,0.161,11,reviewed,us,us
2021-02-16T09:57:54.153Z,37.7085,72.6166,195.85,4.1,mb,,99,1.882,0.94,us,us6000dk4t,2021-04-23T21:04:46.040Z,"88 km NNE of Khand?d, Afghanistan",earthquake,9.2,8.8,0.165,10,reviewed,us,us
2021-02-13T22:00:23.340Z,38.1355,72.6094,111.63,4,mb,,68,1.485,0.35,us,us6000dhhf,2021-04-23T21:04:31.040Z,"117 km NE of Khorugh, Tajikistan",earthquake,5.1,7.8,0.126,17,reviewed,us,us
2021-02-12T17:01:35.245Z,38.1357,73.5448,98,5.9,mww,,16,1.912,0.89,us,us6000dh48,2021-04-23T21:04:24.040Z,Tajikistan-Xinjiang border region,earthquake,5.1,1.7,0.053,34,reviewed,us,us
2021-02-12T10:15:20.585Z,38.4619,73.5986,123.92,4.4,mb,,58,1.73,0.71,us,us6000djar,2021-04-23T21:04:23.040Z,"45 km NW of Murghob, Tajikistan",earthquake,4.2,8,0.114,23,reviewed,us,us
2021-01-23T04:39:30.926Z,37.5177,72.1053,139.38,4,mb,,79,1.976,0.94,us,us6000dd03,2021-04-13T17:06:14.040Z,"48 km E of Khorugh, Tajikistan",earthquake,5.3,8.6,0.172,9,reviewed,us,us
2021-01-22T04:02:14.816Z,39.3194,72.0043,53.39,4.6,mb,,43,3.813,1.07,us,us7000d2a9,2021-04-13T17:07:02.040Z,"31 km SSW of Daroot-Korgon, Kyrgyzstan",earthquake,7.5,6.6,0.069,63,reviewed,us,us
2021-01-20T07:27:52.217Z,37.3385,72.0322,192.76,4,mb,,99,2.148,0.76,us,us6000dcng,2021-03-27T21:04:10.040Z,"45 km ESE of Khorugh, Tajikistan",earthquake,9.1,10.5,0.231,5,reviewed,us,us
2020-12-25T19:51:22.027Z,38.2727,73.34,120.97,4.1,mb,,109,4.448,0.64,us,us6000d63b,2021-03-06T23:18:50.040Z,"56 km WNW of Murghob, Tajikistan",earthquake,7.6,9,0.184,11,reviewed,us,us
2020-12-16T13:56:31.088Z,36.8775,73.284,10,4.3,mb,,88,2.85,1.16,us,us7000cs7g,2021-02-27T23:25:52.040Z,"86 km E of Khand?d, Afghanistan",earthquake,7.5,1.9,0.138,15,reviewed,us,us
2020-12-16T12:57:18.539Z,36.9414,73.0583,57.91,4.3,mb,,90,2.723,0.63,us,us7000crjm,2021-02-27T23:24:56.040Z,"65 km E of Khand?d, Afghanistan",earthquake,7,9.7,0.147,13,reviewed,us,us
2020-12-03T08:09:34.952Z,36.5666,74.1378,58.65,4.4,mb,,101,2.995,0.98,us,us7000cmi1,2021-02-12T22:38:36.040Z,northwestern Kashmir,earthquake,8,7.5,0.087,40,reviewed,us,us
2020-12-02T00:54:41.747Z,38.4044,75.4485,140.17,4.1,mb,,170,3.038,0.54,us,us7000cn26,2021-02-12T22:38:57.040Z,"127 km SSW of Kashgar, China",earthquake,9.3,12.5,0.233,5,reviewed,us,us
2020-11-17T18:57:21.455Z,37.5193,72.5748,196.47,4.1,mb,,64,2.051,1.34,us,us6000cqsp,2021-01-27T17:28:31.040Z,"67 km NNE of Khand?d, Afghanistan",earthquake,7.1,7.1,0.166,11,reviewed,us,us
2020-11-13T09:16:43.465Z,39.6173,74.5595,10,4.6,mb,,84,2.086,0.42,us,us7000ceag,2021-01-27T17:28:58.040Z,"123 km W of Kashgar, China",earthquake,6.7,1.9,0.078,49,reviewed,us,us
2020-10-30T20:12:37.504Z,38.9056,75.7044,10,4.8,mb,,39,3.245,0.68,us,us7000c8cm,2021-01-18T23:01:49.040Z,"67 km SSW of Kashgar, China",earthquake,2.7,1.9,0.067,74,reviewed,us,us
2020-10-20T22:30:30.596Z,38.3196,75.3754,117.79,4.2,mb,,68,3.018,0.87,us,us6000cadr,2020-12-29T23:08:06.040Z,"124 km E of Murghob, Tajikistan",earthquake,5.1,5.9,0.092,33,reviewed,us,us
2020-10-19T10:17:39.450Z,39.5239,72.7845,10,4.4,mb,,50,0.758,0.87,us,us6000c9e4,2020-12-29T23:07:39.040Z,"44 km E of Kyzyl-Eshme, Kyrgyzstan",earthquake,4.2,1.9,0.112,23,reviewed,us,us
2020-10-15T13:34:53.966Z,37.3504,72.0162,160.65,4.4,mb,,65,2.136,0.82,us,us6000c8i7,2020-12-29T23:07:23.040Z,"43 km ESE of Khorugh, Tajikistan",earthquake,8.3,13.2,0.219,6,reviewed,us,us
2020-10-07T04:10:48.614Z,39.6124,73.918,47.78,4.6,mb,,139,1.638,0.71,us,us6000c7se,2020-12-19T17:22:47.040Z,"132 km ESE of Nookat, Kyrgyzstan",earthquake,7.2,6.6,0.193,8,reviewed,us,us
2020-10-06T08:11:59.403Z,39.6375,73.9798,10,4.4,mb,,92,1.688,1.35,us,us6000c60i,2020-12-12T22:28:42.040Z,"135 km ESE of Nookat, Kyrgyzstan",earthquake,6.4,1.9,0.155,12,reviewed,us,us
2020-09-20T20:41:22.764Z,38.3013,74.542,145.57,4.5,mb,,74,2.44,0.86,us,us7000bqkl,2020-11-28T21:31:58.040Z,"52 km ENE of Murghob, Tajikistan",earthquake,4.5,10.9,0.171,10,reviewed,us,us
2020-09-19T19:09:46.367Z,39.3163,73.5544,10,4.2,mb,,118,1.365,0.72,us,us7000bq9j,2020-11-28T21:31:54.040Z,"113 km ESE of Kyzyl-Eshme, Kyrgyzstan",earthquake,6.2,2,0.304,3,reviewed,us,us
2020-09-18T17:47:49.565Z,38.0113,73.6916,36.3,5.1,mb,,37,2.082,0.83,us,us7000bpx2,2020-11-28T21:31:51.040Z,"29 km SW of Murghob, Tajikistan",earthquake,4.5,5.9,0.045,162,reviewed,us,us
2020-09-18T06:47:15.716Z,38.282,75.6017,127.98,4.4,mb,,92,3.149,1.07,us,us7000bppw,2020-11-28T21:31:50.040Z,"136 km SSW of Kashgar, China",earthquake,7.1,10.6,0.149,13,reviewed,us,us
2020-09-10T01:07:21.198Z,37.4652,72.4062,78.77,4.2,mb,,66,2.069,0.66,us,us7000bktu,2020-11-21T20:10:34.040Z,"57 km N of Khand?d, Afghanistan",earthquake,7.6,2.7,0.128,17,reviewed,us,us
2020-09-09T16:16:46.995Z,37.3502,72.056,188,4.4,mb,,57,2.138,0.54,us,us7000bkfs,2020-11-21T20:10:33.040Z,"47 km ESE of Khorugh, Tajikistan",earthquake,3,6.8,0.096,31,reviewed,us,us
2020-09-08T00:17:24.980Z,38.1769,73.5897,153.39,4.3,mb,,43,2.859,0.92,us,us7000bjg8,2020-11-17T19:44:53.040Z,"33 km W of Murghob, Tajikistan",earthquake,5.2,8.7,0.119,20,reviewed,us,us
2020-09-02T14:28:42.548Z,39.3026,75.8731,10,4.1,mb,,78,2.118,0.71,us,us7000bgjr,2020-11-17T19:44:22.040Z,"21 km SSW of Kashgar, China",earthquake,7.1,1.9,0.151,12,reviewed,us,us
2020-08-15T21:58:16.921Z,39.6847,74.0598,10,4.4,mb,,52,1.754,0.51,us,us6000bfc6,2020-10-24T20:08:54.040Z,"136 km SSE of Uzgen, Kyrgyzstan",earthquake,5.6,1.9,0.089,36,reviewed,us,us
2020-08-12T21:30:05.221Z,39.4028,73.1463,10,4.3,mb,,112,1.041,1.18,us,us6000bdn1,2020-10-24T20:08:46.040Z,"77 km ESE of Kyzyl-Eshme, Kyrgyzstan",earthquake,4.6,2,0.216,6,reviewed,us,us
2020-08-12T13:08:53.166Z,38.911,74.7458,35,4.3,mb,,59,2.355,0.54,us,us6000bdap,2020-10-24T20:08:45.040Z,"106 km NE of Murghob, Tajikistan",earthquake,6.1,2,0.09,35,reviewed,us,us
2020-08-01T09:46:23.660Z,38.6559,73.2361,114.87,4.1,mb,,121,1.387,0.73,us,us6000ba46,2020-10-10T17:11:17.040Z,"83 km NW of Murghob, Tajikistan",earthquake,7.1,7.2,0.301,3,reviewed,us,us
2020-07-30T00:58:35.995Z,38.1501,74.3245,157.84,4.3,mb,,95,2.198,0.75,us,us6000b6ig,2020-10-10T17:11:02.040Z,"31 km E of Murghob, Tajikistan",earthquake,7.6,10.1,0.201,7,reviewed,us,us
2020-07-20T18:25:29.760Z,37.5111,72.2385,188.15,4.2,mb,,55,0.46,0.61,us,us7000arsa,2020-09-26T16:58:41.040Z,"60 km E of Khorugh, Tajikistan",earthquake,7.2,3.4,0.096,30,reviewed,us,us
2020-07-16T02:25:29.761Z,37.9905,73.5538,44.73,4.6,mb,,72,1.569,0.88,us,us7000apfu,2020-09-26T16:58:31.040Z,"41 km WSW of Murghob, Tajikistan",earthquake,3.1,7.5,0.146,14,reviewed,us,us
2020-07-04T22:07:30.988Z,38.2201,74.1185,159.37,4.5,mb,,46,2.063,0.73,us,us7000ai2j,2020-09-11T22:14:12.040Z,"14 km ENE of Murghob, Tajikistan",earthquake,6.6,5.6,0.082,44,reviewed,us,us
2020-07-01T14:42:27.382Z,39.7969,73.8388,10,4.5,mb,,58,1.601,0.62,us,us7000afvy,2020-09-11T22:13:47.040Z,"116 km ESE of Nookat, Kyrgyzstan",earthquake,5.9,1.9,0.131,17,reviewed,us,us
2020-06-26T14:45:10.807Z,36.1755,74.9315,52.11,4.5,mb,,80,2.865,0.91,us,us7000ac8p,2020-09-05T17:35:23.040Z,"26 km SE of Barishal, Pakistan",earthquake,7.4,4.4,0.059,87,reviewed,us,us
2020-06-16T01:30:48.397Z,37.8342,72.2035,127,5.6,mww,,18,0.527,0.97,us,us6000ack0,2020-08-22T19:14:55.040Z,"68 km ENE of Khorugh, Tajikistan",earthquake,6.1,1.8,0.068,21,reviewed,us,us
2020-06-13T20:07:56.000Z,39.6324,74.8373,10,4.3,mb,,86,1.985,0.8,us,us6000abgd,2020-08-22T19:14:50.040Z,"100 km W of Kashgar, China",earthquake,5.5,1.8,0.09,35,reviewed,us,us
2020-06-12T07:36:12.665Z,38.3217,74.1174,157.16,4.2,mb,,98,2.097,0.69,us,us6000aahh,2020-08-22T19:14:46.040Z,"21 km NE of Murghob, Tajikistan",earthquake,7.8,10,0.152,12,reviewed,us,us
2020-06-11T22:16:17.331Z,38.0439,72.5587,126.3,4,mb,,97,0.877,0.98,us,us6000aab2,2020-08-22T19:14:45.040Z,"107 km NE of Khorugh, Tajikistan",earthquake,6.9,4.1,0.195,7,reviewed,us,us
2020-05-26T13:55:54.357Z,37.796,72.8626,146.17,4.4,mb,,99,1.877,1.28,us,us70009qnl,2020-08-08T18:18:01.040Z,"105 km NNE of Khand?d, Afghanistan",earthquake,8.3,8.8,0.162,11,reviewed,us,us
2020-05-21T07:49:00.577Z,39.2286,74.5027,10,4.3,mb,,91,2.106,0.64,us,us70009mbs,2020-08-08T18:17:46.040Z,"126 km NNE of Murghob, Tajikistan",earthquake,3.6,1.9,0.148,13,reviewed,us,us
2020-05-21T02:59:53.392Z,37.7317,72.1607,130.06,4,mb,,95,1.771,0.75,us,us6000a1np,2020-08-08T18:17:34.040Z,"59 km ENE of Khorugh, Tajikistan",earthquake,8.5,8.9,0.138,14,reviewed,us,us
2020-05-13T21:09:34.154Z,39.6508,73.9702,10,4.6,mb,,63,1.682,0.71,us,us70009fm3,2020-08-02T00:32:14.040Z,"134 km ESE of Nookat, Kyrgyzstan",earthquake,5.5,1.8,0.061,81,reviewed,us,us
2020-05-06T10:51:00.738Z,39.6837,73.9426,10,5.1,mww,,28,1.664,0.57,us,us70009az9,2020-07-29T22:14:10.040Z,"130 km ESE of Nookat, Kyrgyzstan",earthquake,6.3,1.7,0.098,10,reviewed,us,us
2020-04-14T19:23:41.208Z,37.403,72.1563,188.72,4.1,mb,,63,2.095,1.02,us,us70008w75,2020-06-30T14:03:10.040Z,"52 km NNW of Khand?d, Afghanistan",earthquake,3.6,7.1,0.114,25,reviewed,us,us
2020-04-07T21:51:26.005Z,39.7884,73.9151,17.35,4.6,mb,,87,1.657,0.75,us,us70008r3h,2020-06-21T00:55:19.040Z,"120 km SSE of Uzgen, Kyrgyzstan",earthquake,5.9,4.4,0.071,58,reviewed,us,us
2020-03-28T01:36:51.585Z,37.5638,72.4376,196.81,4.3,mb,,64,1.979,0.97,us,us70008hn1,2020-06-13T18:44:50.040Z,"68 km N of Khand?d, Afghanistan",earthquake,6.7,6.5,0.092,33,reviewed,us,us
2020-03-19T14:56:35.157Z,39.0679,72.3038,10,4.6,mb,,184,0.567,1.32,us,us70008c7i,2020-06-06T20:53:54.040Z,"54 km S of Daroot-Korgon, Kyrgyzstan",earthquake,2.8,1.9,0.07,62,reviewed,us,us
2020-03-11T02:42:42.924Z,38.2404,74.1049,158.25,4.2,mb,,73,2.182,0.86,us,us60008dh0,2020-05-30T22:17:01.040Z,"14 km ENE of Murghob, Tajikistan",earthquake,4.3,8.8,0.152,12,reviewed,us,us
2020-03-07T22:58:16.951Z,36.8761,75.7791,10,4.5,mb,,68,3.817,0.63,us,us60008btq,2020-05-23T22:03:32.040Z,"114 km ENE of Barishal, Pakistan",earthquake,7,1.9,0.079,47,reviewed,us,us
2020-02-25T21:48:42.535Z,37.3874,72.0048,139.97,4.3,mb,,57,2.088,0.78,us,us6000849j,2020-05-09T21:40:45.040Z,"41 km ESE of Khorugh, Tajikistan",earthquake,6.1,7.6,0.089,36,reviewed,us,us
2020-02-18T11:28:05.727Z,37.9615,72.6827,128.81,4.7,mb,,65,1.667,0.55,us,us70007sbn,2020-05-02T22:10:19.040Z,"112 km ENE of Khorugh, Tajikistan",earthquake,6.9,4.7,0.053,107,reviewed,us,us
2020-02-03T16:11:16.714Z,37.4712,72.1817,195.79,4.3,mb,,123,2.03,0.7,us,us60007ngv,2020-04-18T22:10:20.040Z,"55 km E of Khorugh, Tajikistan",earthquake,4.7,7.5,0.16,11,reviewed,us,us
2020-02-02T05:37:00.673Z,38.3155,75.2394,121.01,4.2,mb,,72,2.922,1.02,us,us60007mkg,2020-04-18T22:10:14.040Z,"112 km E of Murghob, Tajikistan",earthquake,6.1,8.7,0.128,17,reviewed,us,us
2020-01-25T19:56:00.187Z,38.7332,73.1749,10,4.5,mb,,99,1.302,0.95,us,us60007fwg,2020-04-11T18:20:50.040Z,"93 km NW of Murghob, Tajikistan",earthquake,4.3,1.9,0.099,30,reviewed,us,us
2020-01-24T05:57:24.121Z,37.6423,72.2373,176.21,4.1,mb,,57,0.472,0.95,us,us60007egf,2020-04-11T18:20:43.040Z,"62 km ENE of Khorugh, Tajikistan",earthquake,8.3,7.1,0.158,11,reviewed,us,us
